dt_leitura;coordenadaId;termopar_1;termopar_2;termopar_3;termopar_amb
2021-09-13 00:00:04.27;1;114.30;95.20;116.60;25.80
2021-09-13 00:00:04.28;1;114.30;95.30;116.80;25.80
2021-09-13 00:00:04.29;1;114.30;95.20;116.90;25.80
2021-09-13 00:00:04.30;1;114.60;95.30;116.80;25.80
2021-09-13 00:00:04.31;1;114.60;95.20;117.10;25.80
2021-09-13 00:00:04.32;1;114.70;95.30;116.90;25.80
2021-09-13 00:00:04.33;1;114.60;95.40;116.90;25.80
2021-09-13 00:00:04.34;1;114.60;95.40;116.80;25.80
2021-09-13 00:00:04.35;1;114.60;95.30;116.80;25.90
2021-09-13 00:00:04.36;1;114.70;95.50;116.70;25.90
2021-09-13 00:00:04.37;1;114.80;95.50;117.10;25.90
2021-09-13 00:00:04.38;1;114.90;95.60;117.00;25.90
2021-09-13 00:00:04.39;1;114.80;95.70;117.20;25.90
2021-09-13 00:00:04.40;1;114.80;95.70;117.00;25.90
2021-09-13 00:00:04.41;1;114.90;95.60;117.00;25.90
2021-09-13 00:00:04.42;1;114.80;95.80;116.80;25.80
2021-09-13 00:00:04.43;1;114.90;95.80;116.70;25.90
2021-09-13 00:00:04.44;1;114.70;95.80;117.10;25.90
2021-09-13 00:00:04.45;1;114.80;95.80;117.00;25.90
2021-09-13 00:00:04.46;1;114.70;95.80;117.00;25.90
2021-09-13 00:00:04.47;1;114.90;95.70;117.20;25.80
2021-09-13 00:00:04.48;1;114.80;95.80;117.30;25.90
2021-09-13 00:00:04.49;1;114.90;95.80;117.20;25.90
2021-09-13 00:00:04.50;1;114.70;95.80;117.20;26.00
2021-09-13 00:00:04.51;1;114.90;95.70;117.20;25.90
2021-09-13 00:00:04.52;1;115.00;95.90;117.10;25.90
2021-09-13 00:00:04.53;1;114.90;95.80;117.20;25.90
2021-09-13 00:00:04.54;1;115.00;95.70;117.00;25.90
2021-09-13 00:00:04.55;1;114.80;95.70;117.00;26.00
2021-09-13 00:00:04.56;1;114.70;95.70;116.80;25.90
2021-09-13 00:00:04.57;1;114.60;95.70;116.90;25.90
2021-09-13 00:00:04.58;1;114.70;95.60;117.10;25.90
2021-09-13 00:00:04.59;1;114.70;95.60;117.00;25.90
2021-09-13 00:00:04.60;1;114.60;95.60;117.10;25.90
2021-09-13 00:00:04.61;1;114.70;95.60;117.30;25.90
2021-09-13 00:00:04.62;1;114.80;95.60;117.20;25.90
2021-09-13 00:00:04.63;1;115.00;95.60;116.90;25.90
2021-09-13 00:00:04.64;1;115.00;95.70;116.70;25.90
2021-09-13 00:00:04.65;1;115.10;95.70;116.80;25.90
2021-09-13 00:00:04.66;1;114.90;95.60;116.90;25.90
2021-09-13 00:00:04.67;1;114.90;95.60;116.90;25.90
2021-09-13 00:00:04.68;1;114.80;95.60;117.00;25.80
2021-09-13 00:00:04.69;1;114.80;95.60;117.20;25.90
2021-09-13 00:00:04.70;1;114.80;95.60;117.20;25.90
2021-09-13 00:00:04.71;1;114.30;95.50;116.70;25.90
2021-09-13 00:00:04.72;1;109.50;91.00;106.60;25.80
2021-09-13 00:00:04.73;1;100.30;83.80;93.70;25.90
2021-09-13 00:00:04.74;1;85.60;75.70;81.10;25.90
2021-09-13 00:00:04.75;1;77.20;65.80;67.10;25.90
2021-09-13 00:00:04.76;1;66.60;60.50;59.80;25.90
2021-09-13 00:00:04.77;1;60.30;53.20;54.30;25.80
2021-09-13 00:00:04.78;1;55.20;49.50;47.50;25.90
2021-09-13 00:00:04.79;1;50.00;46.90;44.90;25.90
2021-09-13 00:00:04.80;1;47.40;43.80;42.00;25.90
2021-09-13 00:00:04.81;1;45.30;42.30;40.70;25.90
2021-09-13 00:00:04.82;1;42.30;40.60;39.30;25.90
2021-09-13 00:00:04.83;1;41.00;39.10;38.20;25.90
2021-09-13 00:00:04.84;1;39.60;38.50;37.70;25.90
2021-09-13 00:00:04.85;1;38.80;37.70;37.00;25.90
2021-09-13 00:00:04.86;1;38.00;37.20;36.60;26.00
2021-09-13 00:00:04.87;1;37.20;36.80;36.40;25.90
2021-09-13 00:00:04.88;1;36.80;36.30;36.00;26.00
2021-09-13 00:00:04.89;1;36.20;36.00;35.80;25.90
2021-09-13 00:00:04.90;1;35.80;35.80;35.60;25.90
2021-09-13 00:00:04.91;1;35.60;35.40;35.40;25.80
2021-09-13 00:00:04.92;1;35.20;35.40;35.20;25.80
2021-09-13 00:00:04.93;1;35.10;35.00;35.10;25.90
2021-09-13 00:00:04.94;1;34.80;35.00;35.00;25.90
2021-09-13 00:00:04.95;1;34.60;34.90;35.00;25.90
2021-09-13 00:00:04.96;1;34.50;34.80;34.90;25.90
2021-09-13 00:00:04.97;1;34.40;34.80;34.80;25.90
2021-09-13 00:00:04.98;1;34.30;34.60;34.80;26.00
2021-09-13 00:00:04.99;1;34.20;34.70;34.70;26.00
2021-09-13 00:00:05.00;1;34.10;34.60;34.80;25.90
2021-09-13 00:00:05.01;1;34.00;34.60;34.70;26.00
2021-09-13 00:00:05.02;1;34.00;34.60;34.70;26.00
2021-09-13 00:00:05.03;1;33.80;34.50;34.50;26.00
2021-09-13 00:00:05.04;1;33.80;34.50;34.50;25.90
2021-09-13 00:00:05.05;1;33.70;34.40;34.40;25.90
2021-09-13 00:00:05.06;1;33.70;34.40;34.40;25.90
2021-09-13 00:00:05.07;1;33.60;34.50;34.40;25.90
2021-09-13 00:00:05.08;1;33.50;34.40;34.30;25.90
2021-09-13 00:00:05.09;1;33.50;34.30;34.30;25.90
2021-09-13 00:00:05.10;1;33.40;34.40;34.30;25.90
2021-09-13 00:00:05.11;1;33.30;34.30;34.30;26.00
2021-09-13 00:00:05.12;1;33.30;34.30;34.20;26.00
2021-09-13 00:00:05.13;1;33.20;34.30;34.20;26.00
2021-09-13 00:00:05.14;1;33.20;34.30;34.20;26.00
2021-09-13 00:00:05.15;1;33.20;34.30;34.20;26.00
2021-09-13 00:00:05.16;1;33.10;34.30;34.10;26.00
2021-09-13 00:00:05.17;1;33.10;34.30;34.10;26.00
2021-09-13 00:00:05.18;1;33.00;34.20;34.10;25.90
2021-09-13 00:00:05.19;1;32.90;34.10;34.10;25.90
2021-09-13 00:00:05.20;1;32.80;34.10;34.00;26.00
2021-09-13 00:00:05.21;1;32.80;34.10;34.00;25.90
2021-09-13 00:00:05.22;1;32.80;34.10;33.90;25.90
2021-09-13 00:00:05.23;1;32.80;34.10;34.00;25.90
2021-09-13 00:00:05.24;1;32.80;34.10;33.90;25.80
2021-09-13 00:00:05.25;1;32.80;34.20;33.80;25.90
2021-09-13 00:00:05.26;1;32.80;34.10;33.80;25.90
2021-09-13 00:00:05.27;1;32.80;34.00;33.60;25.90
2021-09-13 00:00:05.28;1;32.70;33.60;33.40;25.90
2021-09-13 00:00:05.29;1;32.70;33.40;32.90;25.90
2021-09-13 00:00:05.30;1;32.60;33.30;32.60;26.00
2021-09-13 00:00:05.31;1;37.70;37.70;42.50;25.90
2021-09-13 00:00:05.32;1;47.20;45.10;55.60;25.90
2021-09-13 00:00:05.33;1;50.20;45.90;55.90;25.90
2021-09-13 00:00:05.34;1;47.90;43.70;48.40;25.90
2021-09-13 00:00:05.35;1;50.30;49.80;46.30;25.90
2021-09-13 00:00:05.36;1;63.30;61.70;76.90;25.90
2021-09-13 00:00:05.37;1;75.70;71.70;92.20;25.80
2021-09-13 00:00:05.38;1;76.30;68.00;81.00;25.80
2021-09-13 00:00:05.39;1;75.30;65.30;69.00;25.80
2021-09-13 00:00:05.40;1;73.20;63.40;64.30;25.80
2021-09-13 00:00:05.41;1;70.30;59.40;57.60;25.70
2021-09-13 00:00:05.42;1;71.10;59.40;56.70;25.80
2021-09-13 00:00:05.43;1;72.90;59.70;57.30;25.70
2021-09-13 00:00:05.44;1;73.80;59.90;57.60;25.70
2021-09-13 00:00:05.45;1;74.90;60.00;58.10;25.70
2021-09-13 00:00:05.46;1;76.00;60.40;58.30;25.70
2021-09-13 00:00:05.47;1;76.70;60.50;58.70;25.60
2021-09-13 00:00:05.48;1;76.90;60.60;58.80;25.60
2021-09-13 00:00:05.49;1;77.10;60.30;58.90;25.60
2021-09-13 00:00:05.50;1;79.70;71.70;72.40;25.60
2021-09-13 00:00:05.51;1;89.00;87.60;89.80;25.50
2021-09-13 00:00:05.52;1;94.80;89.70;104.90;25.60
2021-09-13 00:00:05.53;1;99.10;91.60;110.30;25.60
2021-09-13 00:00:05.54;1;102.80;93.50;112.90;25.60
2021-09-13 00:00:05.55;1;104.60;93.70;113.60;25.70
2021-09-13 00:00:05.56;1;106.30;94.60;114.70;25.60
2021-09-13 00:00:05.57;1;107.40;95.00;116.20;25.60
2021-09-13 00:00:05.58;1;108.00;95.30;117.10;25.60
2021-09-13 00:00:05.59;1;108.80;95.40;117.30;25.50
2021-09-13 00:00:05.60;1;109.30;95.70;117.60;25.60
2021-09-13 00:00:05.61;1;109.80;95.80;117.90;25.60
2021-09-13 00:00:05.62;1;110.00;96.10;117.90;25.70
2021-09-13 00:00:05.63;1;110.20;96.00;118.20;25.70
2021-09-13 00:00:05.64;1;110.60;96.10;118.20;25.70
2021-09-13 00:00:05.65;1;110.60;96.10;118.30;25.60
2021-09-13 00:00:05.66;1;110.80;96.20;118.20;25.60
2021-09-13 00:00:05.67;1;110.90;96.40;118.50;25.60
2021-09-13 00:00:05.68;1;110.90;96.40;118.60;25.50
2021-09-13 00:00:05.69;1;111.00;96.30;118.60;25.50
2021-09-13 00:00:05.70;1;111.00;96.20;118.40;25.40
2021-09-13 00:00:05.71;1;111.20;96.30;118.50;25.40
2021-09-13 00:00:05.72;1;111.40;96.30;118.50;25.40
2021-09-13 00:00:05.73;1;111.40;96.20;118.60;25.50
2021-09-13 00:00:05.74;1;111.50;96.30;118.50;25.40
2021-09-13 00:00:05.75;1;111.50;96.30;118.40;25.40
2021-09-13 00:00:05.76;1;111.40;96.30;118.20;25.40
2021-09-13 00:00:05.77;1;111.60;96.30;118.50;25.40
2021-09-13 00:00:05.78;1;111.70;96.40;118.40;25.30
2021-09-13 00:00:05.79;1;111.70;96.30;118.50;25.30
2021-09-13 00:00:05.80;1;111.60;96.40;118.50;25.30
2021-09-13 00:00:05.81;1;111.70;96.30;118.50;25.30
2021-09-13 00:00:05.82;1;111.70;96.20;118.60;25.30
2021-09-13 00:00:05.83;1;111.80;96.30;118.30;25.20
2021-09-13 00:00:05.84;1;111.80;96.30;118.50;25.30
2021-09-13 00:00:05.85;1;111.70;96.20;118.60;25.30
2021-09-13 00:00:05.86;1;111.60;96.20;118.40;25.30
2021-09-13 00:00:05.87;1;111.60;96.10;118.50;25.30
2021-09-13 00:00:05.88;1;111.70;96.10;118.50;25.30
2021-09-13 00:00:05.89;1;111.80;96.10;118.40;25.30
2021-09-13 00:00:05.90;1;111.80;96.10;118.30;25.40
2021-09-13 00:00:05.91;1;111.90;96.20;118.40;25.50
2021-09-13 00:00:05.92;1;112.00;96.00;118.40;25.50
2021-09-13 00:00:05.93;1;112.00;96.10;118.70;25.50
2021-09-13 00:00:05.94;1;112.10;96.10;118.50;25.50
2021-09-13 00:00:05.95;1;112.10;96.30;118.60;25.50
2021-09-13 00:00:05.96;1;112.10;96.30;118.40;25.50
2021-09-13 00:00:05.97;1;112.10;96.50;118.70;25.50
2021-09-13 00:00:05.98;1;112.30;96.50;118.70;25.40
2021-09-13 00:00:05.99;1;112.10;96.60;118.80;25.50
2021-09-13 00:00:06.00;1;112.10;96.60;118.80;25.50
2021-09-13 00:00:06.01;1;112.10;96.40;119.00;25.50
2021-09-13 00:00:06.02;1;112.10;96.40;118.60;25.50
2021-09-13 00:00:06.03;1;112.10;96.20;118.60;25.60
2021-09-13 00:00:06.04;1;112.00;96.40;118.60;25.60
2021-09-13 00:00:06.05;1;112.10;96.40;118.80;25.60
2021-09-13 00:00:06.06;1;112.30;96.50;118.80;25.60
2021-09-13 00:00:06.07;1;112.30;96.50;119.00;25.60
2021-09-13 00:00:06.08;1;112.60;96.60;119.00;25.50
2021-09-13 00:00:06.09;1;112.50;96.50;118.80;25.60
2021-09-13 00:00:06.10;1;112.50;96.20;118.70;25.50
2021-09-13 00:00:06.11;1;112.50;96.30;118.50;25.60
2021-09-13 00:00:06.12;1;112.50;96.40;118.40;25.50
2021-09-13 00:00:06.13;1;112.50;96.40;118.50;25.50
2021-09-13 00:00:06.14;1;112.40;96.20;118.60;25.40
2021-09-13 00:00:06.15;1;112.40;96.20;118.50;25.50
2021-09-13 00:00:06.16;1;112.40;96.40;118.50;25.50
2021-09-13 00:00:06.17;1;112.30;96.30;118.20;25.50
2021-09-13 00:00:06.18;1;112.30;96.30;118.30;25.60
2021-09-13 00:00:06.19;1;112.10;96.10;118.20;25.60
2021-09-13 00:00:06.20;1;112.20;96.20;118.30;25.50
2021-09-13 00:00:06.21;1;112.30;96.30;118.30;25.60
2021-09-13 00:00:06.22;1;112.30;96.40;118.20;25.50
2021-09-13 00:00:06.23;1;112.40;96.30;118.30;25.50
2021-09-13 00:00:06.24;1;112.40;96.30;118.70;25.50
2021-09-13 00:00:06.25;1;112.40;96.40;118.60;25.40
2021-09-13 00:00:06.26;1;112.40;96.50;118.50;25.40
2021-09-13 00:00:06.27;1;112.40;96.40;118.40;25.40
2021-09-13 00:00:06.28;1;112.40;96.10;118.60;25.40
2021-09-13 00:00:06.29;1;112.40;96.20;118.70;25.40
2021-09-13 00:00:06.30;1;112.50;96.30;118.60;25.50
2021-09-13 00:00:06.31;1;112.40;96.20;118.80;25.50
2021-09-13 00:00:06.32;1;112.50;96.20;118.90;25.40
2021-09-13 00:00:06.33;1;112.50;96.30;118.60;25.50
2021-09-13 00:00:06.34;1;112.60;96.20;118.60;25.40
2021-09-13 00:00:06.35;1;112.50;96.10;118.70;25.40
2021-09-13 00:00:06.36;1;112.40;96.20;118.40;25.40
2021-09-13 00:00:06.37;1;112.30;96.20;118.20;25.40
2021-09-13 00:00:06.38;1;112.40;96.20;118.30;25.40
2021-09-13 00:00:06.39;1;112.40;96.40;118.70;25.40
2021-09-13 00:00:06.40;1;112.40;96.30;118.80;25.40
2021-09-13 00:00:06.41;1;112.50;96.40;118.80;25.40
2021-09-13 00:00:06.42;1;112.50;96.40;118.80;25.40
2021-09-13 00:00:06.43;1;112.50;96.30;118.70;25.40
2021-09-13 00:00:06.44;1;112.60;96.50;118.90;25.40
2021-09-13 00:00:06.45;1;112.70;96.40;118.70;25.50
2021-09-13 00:00:06.46;1;112.60;96.40;119.00;25.50
2021-09-13 00:00:06.47;1;112.50;96.40;119.00;25.50
2021-09-13 00:00:06.48;1;112.50;96.50;119.00;25.40
2021-09-13 00:00:06.49;1;112.50;96.30;119.10;25.50
2021-09-13 00:00:06.50;1;112.70;96.50;118.90;25.50
2021-09-13 00:00:06.51;1;112.70;96.40;119.10;25.50
2021-09-13 00:00:06.52;1;112.80;96.50;119.20;25.50
2021-09-13 00:00:06.53;1;112.80;96.60;119.30;25.60
2021-09-13 00:00:06.54;1;113.00;96.70;119.40;25.60
2021-09-13 00:00:06.55;1;112.90;96.60;119.10;25.70
2021-09-13 00:00:06.56;1;112.90;96.70;119.40;25.70
2021-09-13 00:00:06.57;1;112.90;96.70;119.40;25.70
2021-09-13 00:00:06.58;1;113.00;96.70;119.40;25.70
2021-09-13 00:00:06.59;1;113.00;96.70;119.30;25.70
2021-09-13 00:00:06.60;1;113.10;96.80;119.40;25.70
2021-09-13 00:00:06.61;1;113.00;96.70;119.60;25.80
2021-09-13 00:00:06.62;1;112.90;96.70;119.20;25.80
2021-09-13 00:00:06.63;1;113.00;96.50;119.10;25.80
2021-09-13 00:00:06.64;1;113.00;96.50;119.20;25.70
2021-09-13 00:00:06.65;1;113.10;96.40;119.30;25.70
2021-09-13 00:00:06.66;1;113.20;96.40;119.60;25.70
2021-09-13 00:00:06.67;1;113.20;96.40;119.80;25.60
2021-09-13 00:00:06.68;1;113.00;96.30;119.30;25.60
2021-09-13 00:00:06.69;1;109.20;92.70;110.60;25.60
2021-09-13 00:00:06.70;1;97.10;82.70;99.20;25.70
2021-09-13 00:00:06.71;1;85.80;73.80;85.80;25.70
2021-09-13 00:00:06.72;1;77.40;67.10;69.50;25.70
2021-09-13 00:00:06.73;1;66.60;58.70;61.80;25.70
2021-09-13 00:00:06.74;1;60.80;54.30;53.20;25.70
2021-09-13 00:00:06.75;1;55.50;50.40;48.70;25.70
2021-09-13 00:00:06.76;1;49.80;46.00;45.40;25.70
2021-09-13 00:00:06.77;1;47.10;44.00;42.40;25.70
2021-09-13 00:00:06.78;1;44.00;41.80;41.00;25.70
2021-09-13 00:00:06.79;1;42.20;40.40;39.30;25.70
2021-09-13 00:00:06.80;1;40.80;39.40;38.50;25.70
2021-09-13 00:00:06.81;1;39.30;38.30;38.00;25.70
2021-09-13 00:00:06.82;1;38.60;37.70;37.20;25.70
2021-09-13 00:00:06.83;1;37.60;37.20;37.00;25.70
2021-09-13 00:00:06.84;1;37.00;36.60;36.60;25.80
2021-09-13 00:00:06.85;1;36.70;36.40;36.30;25.80
2021-09-13 00:00:06.86;1;36.10;36.00;36.10;25.70
2021-09-13 00:00:06.87;1;35.80;35.80;35.90;25.80
2021-09-13 00:00:06.88;1;35.60;35.70;35.70;25.90
2021-09-13 00:00:06.89;1;35.20;35.40;35.70;25.90
2021-09-13 00:00:06.90;1;35.00;35.30;35.40;25.90
2021-09-13 00:00:06.91;1;34.70;35.00;35.40;25.90
2021-09-13 00:00:06.92;1;34.50;35.00;35.30;25.90
2021-09-13 00:00:06.93;1;34.40;34.90;35.10;25.90
2021-09-13 00:00:06.94;1;34.20;34.80;35.00;25.90
2021-09-13 00:00:06.95;1;34.10;34.70;34.90;25.90
2021-09-13 00:00:06.96;1;34.00;34.70;34.80;26.00
2021-09-13 00:00:06.97;1;33.80;34.50;34.80;25.90
2021-09-13 00:00:06.98;1;33.70;34.50;34.70;26.00
2021-09-13 00:00:06.99;1;33.60;34.30;34.50;25.90
2021-09-13 00:00:07.00;1;33.50;34.30;34.40;25.90
2021-09-13 00:00:07.01;1;33.30;34.30;34.40;25.90
2021-09-13 00:00:07.02;1;33.20;34.20;34.30;25.90
2021-09-13 00:00:07.03;1;33.20;34.20;34.30;25.80
2021-09-13 00:00:07.04;1;33.10;34.10;34.40;25.90
2021-09-13 00:00:07.05;1;33.00;34.10;34.40;25.80
2021-09-13 00:00:07.06;1;33.00;34.10;34.20;25.80
2021-09-13 00:00:07.07;1;32.90;34.00;34.20;25.80
2021-09-13 00:00:07.08;1;32.80;34.10;34.20;25.80
2021-09-13 00:00:07.09;1;32.80;34.10;34.20;25.80
2021-09-13 00:00:07.10;1;32.80;34.00;34.10;25.70
2021-09-13 00:00:07.11;1;32.70;34.10;34.00;25.80
2021-09-13 00:00:07.12;1;32.60;33.90;34.00;25.80
2021-09-13 00:00:07.13;1;32.50;33.90;33.90;25.80
2021-09-13 00:00:07.14;1;32.50;33.80;33.90;25.70
2021-09-13 00:00:07.15;1;32.40;33.80;33.90;25.80
2021-09-13 00:00:07.16;1;32.40;33.80;33.90;25.70
2021-09-13 00:00:07.17;1;32.50;34.00;33.90;25.80
2021-09-13 00:00:07.18;1;32.40;33.90;33.90;25.80
2021-09-13 00:00:07.19;1;32.40;33.80;33.90;25.70
2021-09-13 00:00:07.20;1;32.30;33.80;33.80;25.70
2021-09-13 00:00:07.21;1;32.30;33.80;33.90;25.80
2021-09-13 00:00:07.22;1;32.30;33.70;33.80;25.80
2021-09-13 00:00:07.23;1;32.20;33.70;33.80;25.70
2021-09-13 00:00:07.24;1;32.10;33.40;33.40;25.80
2021-09-13 00:00:07.25;1;31.30;32.50;32.00;25.70
2021-09-13 00:00:07.26;1;31.00;32.90;31.70;25.70
2021-09-13 00:00:07.27;1;31.40;34.60;33.30;25.70
2021-09-13 00:00:07.28;1;37.30;38.30;37.70;25.70
2021-09-13 00:00:07.29;1;42.90;44.40;44.40;25.70
2021-09-13 00:00:07.30;1;48.00;47.50;46.30;25.60
2021-09-13 00:00:07.31;1;60.20;57.00;60.80;25.50
2021-09-13 00:00:07.32;1;63.90;59.40;58.60;25.50
2021-09-13 00:00:07.33;1;69.30;61.60;59.00;25.50
2021-09-13 00:00:07.34;1;72.90;63.70;59.60;25.40
2021-09-13 00:00:07.35;1;75.40;66.40;60.70;25.40
2021-09-13 00:00:07.36;1;78.60;67.60;61.80;25.40
2021-09-13 00:00:07.37;1;80.10;69.10;62.60;25.50
2021-09-13 00:00:07.38;1;81.50;69.60;63.20;25.40
2021-09-13 00:00:07.39;1;83.50;70.50;63.50;25.40
2021-09-13 00:00:07.40;1;84.40;71.30;64.00;25.40
2021-09-13 00:00:07.41;1;85.30;71.60;64.20;25.40
2021-09-13 00:00:07.42;1;85.90;72.40;64.60;25.40
2021-09-13 00:00:07.43;1;86.40;72.40;65.40;25.30
2021-09-13 00:00:07.44;1;87.00;72.70;65.70;25.30
2021-09-13 00:00:07.45;1;87.40;73.40;65.70;25.20
2021-09-13 00:00:07.46;1;87.70;73.30;65.80;25.20
2021-09-13 00:00:07.47;1;83.90;79.80;69.90;25.20
2021-09-13 00:00:07.48;1;85.10;85.60;75.60;25.30
2021-09-13 00:00:07.49;1;79.70;79.30;67.20;25.20
2021-09-13 00:00:07.50;1;77.40;71.30;58.70;25.30
2021-09-13 00:00:07.51;1;75.30;67.00;54.60;25.30
2021-09-13 00:00:07.52;1;73.40;64.40;52.40;25.40
2021-09-13 00:00:07.53;1;72.90;61.90;50.40;25.40
2021-09-13 00:00:07.54;1;69.00;61.30;51.30;25.40
2021-09-13 00:00:07.55;1;63.40;56.90;47.20;25.40
2021-09-13 00:00:07.56;1;60.20;52.50;48.10;25.40
2021-09-13 00:00:07.57;1;60.60;59.40;56.20;25.50
2021-09-13 00:00:07.58;1;57.20;55.30;49.70;25.50
2021-09-13 00:00:07.59;1;54.00;51.80;45.70;25.50
2021-09-13 00:00:07.60;1;50.60;48.80;42.90;25.50
2021-09-13 00:00:07.61;1;48.70;45.30;39.80;25.40
2021-09-13 00:00:07.62;1;46.50;43.30;38.10;25.50
2021-09-13 00:00:07.63;1;51.70;49.00;47.40;25.50
2021-09-13 00:00:07.64;1;64.80;66.20;71.20;25.50
2021-09-13 00:00:07.65;1;78.80;76.50;82.10;25.50
2021-09-13 00:00:07.66;1;84.70;85.80;90.60;25.40
2021-09-13 00:00:07.67;1;89.00;89.40;93.90;25.50
2021-09-13 00:00:07.68;1;94.30;92.70;97.90;25.50
2021-09-13 00:00:07.69;1;90.10;86.60;84.90;25.60
2021-09-13 00:00:07.70;1;80.00;80.00;75.50;25.60
2021-09-13 00:00:07.71;1;74.40;71.20;64.20;25.60
2021-09-13 00:00:07.72;1;68.40;64.90;57.30;25.70
2021-09-13 00:00:07.73;1;63.30;60.70;53.00;25.70
2021-09-13 00:00:07.74;1;67.30;60.30;53.70;25.70
2021-09-13 00:00:07.75;1;71.20;60.70;54.60;25.70
2021-09-13 00:00:07.76;1;73.10;61.00;55.40;25.70
2021-09-13 00:00:07.77;1;74.00;61.40;55.90;25.80
2021-09-13 00:00:07.78;1;75.20;61.60;56.40;25.80
2021-09-13 00:00:07.79;1;75.60;61.80;56.40;25.80
2021-09-13 00:00:07.80;1;76.20;62.20;56.90;25.80
2021-09-13 00:00:07.81;1;76.90;62.40;56.90;25.80
2021-09-13 00:00:07.82;1;80.60;68.40;72.40;25.80
2021-09-13 00:00:07.83;1;92.70;79.00;92.30;25.80
2021-09-13 00:00:07.84;1;98.20;89.60;104.10;25.80
2021-09-13 00:00:07.85;1;101.90;94.10;114.50;25.80
2021-09-13 00:00:07.86;1;105.30;96.80;117.30;25.80
2021-09-13 00:00:07.87;1;106.70;99.40;119.90;25.80
2021-09-13 00:00:07.88;1;107.80;100.60;120.80;25.80
2021-09-13 00:00:07.89;1;109.20;101.60;121.40;25.80
2021-09-13 00:00:07.90;1;109.60;102.50;122.00;25.80
2021-09-13 00:00:07.91;1;109.90;103.60;121.90;25.80
2021-09-13 00:00:07.92;1;108.90;102.10;119.60;25.80
2021-09-13 00:00:07.93;1;108.70;101.40;115.90;25.80
2021-09-13 00:00:07.94;1;109.70;102.40;120.30;25.80
2021-09-13 00:00:07.95;1;111.00;103.00;121.60;25.90
2021-09-13 00:00:07.96;1;110.10;102.20;119.00;25.80
2021-09-13 00:00:07.97;1;108.90;100.80;114.00;25.80
2021-09-13 00:00:07.98;1;107.80;99.80;110.90;25.80
2021-09-13 00:00:07.99;1;107.40;99.50;108.80;25.80
2021-09-13 00:00:08.00;1;107.00;99.10;108.50;25.60
2021-09-13 00:00:08.01;1;106.80;99.00;107.90;25.60
2021-09-13 00:00:08.02;1;106.70;98.80;107.60;25.50
2021-09-13 00:00:08.03;1;106.80;98.80;107.60;25.50
2021-09-13 00:00:08.04;1;106.90;98.70;108.00;25.50
2021-09-13 00:00:08.05;1;107.00;98.70;108.10;25.50
2021-09-13 00:00:08.06;1;107.10;98.80;108.10;25.60
2021-09-13 00:00:08.07;1;107.10;98.90;108.10;25.70
2021-09-13 00:00:08.08;1;107.10;99.00;108.30;25.70
2021-09-13 00:00:08.09;1;107.10;99.10;108.40;25.70
2021-09-13 00:00:08.10;1;107.00;99.20;108.30;25.80
2021-09-13 00:00:08.11;1;107.00;99.40;108.50;25.80
2021-09-13 00:00:08.12;1;107.10;99.20;108.50;25.70
2021-09-13 00:00:08.13;1;107.10;99.40;108.30;25.80
2021-09-13 00:00:08.14;1;107.10;99.10;108.20;25.80
2021-09-13 00:00:08.15;1;107.10;99.00;108.10;25.80
2021-09-13 00:00:08.16;1;107.10;99.00;107.90;25.80
2021-09-13 00:00:08.17;1;107.20;99.10;108.30;25.80
2021-09-13 00:00:08.18;1;107.20;99.00;108.20;25.70
2021-09-13 00:00:08.19;1;107.20;99.00;108.30;25.80
2021-09-13 00:00:08.20;1;107.20;98.90;108.00;25.70
2021-09-13 00:00:08.21;1;107.30;99.00;108.00;25.80
2021-09-13 00:00:08.22;1;107.20;99.00;108.00;25.80
2021-09-13 00:00:08.23;1;107.20;99.00;107.90;25.80
2021-09-13 00:00:08.24;1;107.30;99.10;108.20;25.80
2021-09-13 00:00:08.25;1;107.30;99.10;108.40;25.80
2021-09-13 00:00:08.26;1;107.30;99.10;108.60;25.90
2021-09-13 00:00:08.27;1;107.30;99.20;108.90;25.90
2021-09-13 00:00:08.28;1;107.40;99.20;108.90;25.80
2021-09-13 00:00:08.29;1;107.30;99.10;108.60;25.90
2021-09-13 00:00:08.30;1;107.30;99.20;108.50;25.90
2021-09-13 00:00:08.31;1;107.20;99.10;108.60;25.90
2021-09-13 00:00:08.32;1;107.20;99.10;108.40;25.90
2021-09-13 00:00:08.33;1;107.40;99.20;108.20;25.80
2021-09-13 00:00:08.34;1;107.40;99.20;108.20;25.80
2021-09-13 00:00:08.35;1;107.50;99.30;108.20;25.80
2021-09-13 00:00:08.36;1;107.50;99.40;108.30;25.80
2021-09-13 00:00:08.37;1;107.50;99.20;108.60;25.80
2021-09-13 00:00:08.38;1;107.50;99.20;108.30;25.80
2021-09-13 00:00:08.39;1;107.50;99.10;108.50;25.80
2021-09-13 00:00:08.40;1;107.40;99.10;108.60;25.80
2021-09-13 00:00:08.41;1;107.50;99.10;108.80;25.80
2021-09-13 00:00:08.42;1;107.40;99.10;108.70;25.80
2021-09-13 00:00:08.43;1;107.40;99.20;108.40;25.80
2021-09-13 00:00:08.44;1;107.40;99.00;108.50;25.80
2021-09-13 00:00:08.45;1;107.40;99.00;108.40;25.80
2021-09-13 00:00:08.46;1;107.40;99.10;108.30;25.80
2021-09-13 00:00:08.47;1;107.40;99.20;108.20;25.80
2021-09-13 00:00:08.48;1;107.50;99.10;108.50;25.80
2021-09-13 00:00:08.49;1;107.70;99.20;108.60;25.80
